USER        PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root          1  0.0  0.4 159928  8252 ?        Ss   4月04   0:04 /sbin/init splash
xy         1921  0.0  0.3 359376  6448 tty2     Sl+  4月04   0:00 /usr/lib/gnome-settings-daemon/gsd-housekeeping
xy         1922  0.0  1.0 501900 20884 tty2     Sl+  4月04   0:00 /usr/lib/gnome-settings-daemon/gsd-keyboard
xy         1924  0.0  1.0 788140 22008 tty2     Sl+  4月04   0:00 /usr/lib/gnome-settings-daemon/gsd-media-keys
xy         1928  0.0  0.2 273092  5596 tty2     Sl+  4月04   0:00 /usr/lib/gnome-settings-daemon/gsd-mouse
xy         1951  0.0  0.6 503556 12480 tty2     Sl+  4月04   0:00 /usr/lib/gnome-settings-daemon/gsd-printer
xy         1986  0.0  3.1 842772 62792 tty2     Sl+  4月04   0:01 nautilus-desktop
xy         1988  0.0  0.2 271932  5700 tty2     Sl+  4月04   0:00 /usr/lib/gnome-disk-utility/gsd-disk-utility-notify
xy         1990  0.2  1.3 260816 27920 tty2     Sl+  4月04   0:30 /usr/lib/vmware-tools/sbin64/vmtoolsd -n vmusr --blockFd 3
xy         2008  0.0  0.3 363012  6740 ?        Sl   4月04   0:00 /usr/lib/gvfs/gvfsd-trash --spawner :1.13 /org/gtk/gvfs/exec_spaw/0
xy         2042  0.0  3.2 887560 65832 ?        Ssl  4月04   0:00 /usr/lib/evolution/evolution-calendar-factory
xy         2050  0.0  3.0 926640 61220 ?        Sl   4月04   0:00 /usr/lib/evolution/evolution-calendar-factory-subprocess --factory all --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.Calendarx2042x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/Calendar/2042/2
xy         2068  0.0  1.1 727776 22272 ?        Ssl  4月04   0:00 /usr/lib/evolution/evolution-addressbook-factory
xy         2076  0.0  1.4 866984 28972 ?        Sl   4月04   0:00 /usr/lib/evolution/evolution-addressbook-factory-subprocess --factory all --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.AddressBookx2068x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/AddressBook/2068/2
xy         2078  0.0  0.3 199768  6260 tty2     Sl   4月04   0:00 /usr/lib/ibus/ibus-engine-simple
xy         2106  0.0  0.4 296080  8940 tty2     Sl   4月04   0:00 /usr/lib/ibus/ibus-engine-libpinyin --ibus
root       2115  0.0  0.2 107788  5124 ?        Ss   4月04   0:00 sshd: xy [priv]
xy         2209  0.0  0.2 110088  4096 ?        S    4月04   0:00 sshd: xy@pts/0
xy         2210  0.0  0.2  24572  5188 pts/0    Ss   4月04   0:00 -bash
xy         2227  0.0  1.5 613112 30260 tty2     Sl+  4月04   0:00 update-notifier
xy         2229  0.0  7.0 1072916 141448 tty2   SLl+ 4月04   0:04 /usr/bin/gnome-software --gapplication-service
xy         2351  0.0  1.6 943596 33436 tty2     Sl+  4月04   0:00 /usr/lib/deja-dup/deja-dup-monitor
xy         2371  0.0  0.1  23060  3892 pts/0    S+   4月04   0:00 man 2 truncate
xy         2381  0.0  0.0  11596  1080 pts/0    S+   4月04   0:00 pager
root       2794  0.0  0.0      0     0 ?        I    4月04   0:00 [kworker/u256:0-]
root       3077  0.0  0.2  25980  6012 ?        S    4月04   0:00 /sbin/dhclient -d -q -sf /usr/lib/NetworkManager/nm-dhcp-helper -pf /run/dhclient-ens33.pid -lf /var/lib/NetworkManager/dhclient-cce15612-e9b1-3908-8b98-54ffa19884bb-ens33.lease -cf /var/lib/NetworkManager/dhclient-ens33.conf ens33
root       3161  0.0  0.2 107788  4964 ?        Ss   4月04   0:00 sshd: xy [priv]
xy         3249  0.0  0.2 110088  4016 ?        S    4月04   0:00 sshd: xy@pts/1
xy         3250  0.0  0.2  24572  5140 pts/1    Ss   4月04   0:00 -bash
root       3264  0.0  0.2 110080  5128 ?        Ss   4月04   0:00 sshd: xy [priv]
xy         3330  0.2  0.1 110592  3460 ?        S    4月04   0:04 sshd: xy@notty
xy         3331  0.0  0.1  14764  3524 ?        Ss   4月04   0:00 bash
xy         3374  0.0  0.0   4624   784 ?        S    4月04   0:00 sh /home/xy/.vscode-server/bin/d5e9aa0227e057a60c82568bf31c04730dc15dcd/server.sh --host=127.0.0.1 --enable-remote-auto-shutdown --port=0
xy         3381  0.2  2.6 859220 54064 ?        Sl   4月04   0:03 /home/xy/.vscode-server/bin/d5e9aa0227e057a60c82568bf31c04730dc15dcd/node /home/xy/.vscode-server/bin/d5e9aa0227e057a60c82568bf31c04730dc15dcd/out/vs/server/main.js --host=127.0.0.1 --enable-remote-auto-shutdown --port=0
xy         3463  0.0  1.7 796296 35420 ?        Sl   4月04   0:00 /home/xy/.vscode-server/bin/d5e9aa0227e057a60c82568bf31c04730dc15dcd/node /home/xy/.vscode-server/bin/d5e9aa0227e057a60c82568bf31c04730dc15dcd/out/bootstrap-fork --type=watcherService
xy         3480  2.7  7.0 1044516 141444 ?      Sl   4月04   0:51 /home/xy/.vscode-server/bin/d5e9aa0227e057a60c82568bf31c04730dc15dcd/node /home/xy/.vscode-server/bin/d5e9aa0227e057a60c82568bf31c04730dc15dcd/out/bootstrap-fork --type=extensionHost --uriTransformerPath=/home/xy/.vscode-server/bin/d5e9aa0227e057a60c82568bf31c04730dc15dcd/out/vs/server/uriTransformer.js
xy         3494  0.0  0.2  24556  4904 pts/2    Ss+  4月04   0:00 /bin/bash
xy         3523  0.6  2.4 705200 49496 ?        Sl   4月04   0:11 /home/xy/.vscode-server/extensions/ms-vscode.cpptools-1.0.1/bin/cpptools
xy         3569  0.0  0.6 4451544 13664 ?       Sl   4月04   0:00 /home/xy/.vscode-server/extensions/ms-vscode.cpptools-1.0.1/bin/cpptools-srv 3523 0
xy         3576  0.0  1.8 568792 36640 ?        Sl   4月04   0:00 /home/xy/.vscode-server/bin/d5e9aa0227e057a60c82568bf31c04730dc15dcd/node /home/xy/.vscode-server/bin/d5e9aa0227e057a60c82568bf31c04730dc15dcd/extensions/json-language-features/server/dist/node/jsonServerMain --node-ipc --clientProcessId=3480
xy         3604  0.1  1.0 4451412 21168 ?       Sl   4月04   0:03 /home/xy/.vscode-server/extensions/ms-vscode.cpptools-1.0.1/bin/cpptools-srv 3523 1
xy         3613  0.0  0.2  24468  5088 pts/4    Ss   4月04   0:00 /bin/bash
xy         4214  0.0  0.1  23060  3976 pts/1    S+   00:00   0:00 man 2 stat
xy         4224  0.0  0.0  11596   948 pts/1    S+   00:00   0:00 pager
root       4677  0.0  0.0      0     0 ?        I    00:08   0:00 [kworker/u256:2-]
root       4678  0.0  0.4 102864  8584 ?        Ss   00:08   0:00 /usr/sbin/cupsd -l
root       4680  0.0  0.5 303528 10884 ?        Ssl  00:08   0:00 /usr/sbin/cups-browsed
lp         4684  0.0  0.2  86416  5952 ?        S    00:08   0:00 /usr/lib/cups/notifier/dbus dbus://
xy         5057  0.0  0.0   9216   816 ?        S    00:15   0:00 sleep 180
xy         5062  0.0  0.1  41424  3712 pts/4    R+   00:17   0:00 ps aux
